,Can,Laf,Lag,Dep,Sak,Eas,Rup,GOG,Out,Man,Tou
156,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
157,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
158,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
159,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
160,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
161,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
162,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
163,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
164,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
165,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
166,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
167,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
168,200.9473684,88.86875,191.6,174.1428571,10.77928571,266.5,716.3333333,73.7025,233.3734538,315.4130668,143.5394581
169,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
170,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
171,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
172,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
173,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
174,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
175,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
176,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
177,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
178,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
179,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
180,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
181,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
182,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
183,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
184,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
185,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
186,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
187,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
188,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
189,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
190,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
191,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
192,197.8421053,87.70625,189.85,171.6190476,10.50642857,262.05,709.6666667,72.355,231.503846,314.5755686,144.2726706
193,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
194,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
195,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
196,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
197,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
198,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
199,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
200,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
201,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
202,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
203,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
204,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
205,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
206,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
207,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
208,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
209,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
210,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
211,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
212,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
213,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
214,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
215,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
216,195.4210526,86.55625,187.95,168.952381,10.26142857,257.55,702.4285714,71.131875,231.8697733,296.2452142,142.1624012
217,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
218,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
219,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
220,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
221,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
222,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
223,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
224,192.8947368,85.18125,185.9,166.4285714,9.991428571,253.65,697.3333333,69.8175,230.5473082,276.8871409,139.2341012
